,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_subclass,tree_cluster,tree_class,marker_sum_norm_label,Norm_Marker_Sum.0.4_label,patched_cell_container,cell_name,rna_amplification_pass_fail,Genes.Detected.CPM
95,H19.03.305.11.10.01.05,6.190995753433797,3.434713326404405,0.5547917432344164,3.099664816960137,0.5006730646263047,2.0.8,03/05/2019,13:02:40,2019-03-05,2019.0,3.0,5.0,03/04/2019,01/25/2019,02/08/2019,No,Human,H19.03.305.11.10.01,H19.03.305.11.10.01.05,Patch Tube,P8S4_190305_355_A01,lindsayn,3,6.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,no,2000.0,54.0,5.1,,,,,,,45.0,45.0,6.55,0.82,5.25,15:02:30,,,,15:03:36,15:10:09,15:10:58,15:16:13,,None,,,Channel_Recording,None,None,None,None,None,#abcam,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.305,H19.03.305.11.10.01.05,P8S4_190305_355_A01,not applicable,MTG,EPhys_190304_02_B01_H,H19.03.305,,54.1,Matching JEM & LIMS Information,Sncg,Inh L1-2 SST BAGE2,GABAergic,1.124608032194355,True,P8S4_190305_355_A01,H19.03.305.11.10.01.05,Pass,10677.0
96,H19.03.319.11.04.01.01,5.805376739417391,3.226252761550731,0.5557352961514272,3.290502494801866,0.5668025767320125,2.0.8,08/13/2019,19:04:06,2019-08-13,2019.0,8.0,13.0,08/13/2019,06/25/2019,06/24/2019,No,Human,H19.03.319.11.04.01,H19.03.319.11.04.01.01,Patch Tube,P2S4_190813_051_A01,rustym,5,1.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,no,1500.0,64.7,5.0,,,,,,,50.0,50.0,11.83,2.02,2.98,20:16:33,,,,20:17:50,20:29:40,20:31:41,20:34:40,20:43:38,None,,,Channel_Recording,None,None,None,None,None,,sweeps 35 and 38 late bursting activity following spike train.,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.319,H19.03.319.11.04.01.01,P2S4_190813_051_A01,,ITG,EPhys_190812_02_A03_H,H19.03.319,,64.7,Matching JEM & LIMS Information,Lamp5,Inh L1 LAMP5 NMBR,GABAergic,1.265115600148632,True,P2S4_190813_051_A01,H19.03.319.11.04.01.01,Pass,9543.0
97,H19.03.315.11.05.01.01,7.387055905851414,4.125470170373204,0.5584728507476637,4.744494612222399,0.6422713829015703,2.0.8,07/09/2019,21:41:54,2019-07-09,2019.0,7.0,9.0,07/08/2019,05/21/2019,06/24/2019,No,Human,H19.03.315.11.05.01,H19.03.315.11.05.01.01,Patch Tube,P2S4_190709_051_A01,rustym,4,1.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,1000.0,77.7,4.0,,,,,,,60.0,60.0,4.98,2.55,3.07,21:48:24,,,,21:49:51,21:54:50,21:57:23,22:00:27,22:03:58,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.315,H19.03.315.11.05.01.01,P2S4_190709_051_A01,,TemL,EPhys_190708_03_B03_H,H19.03.315,,77.7,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB TWIST2,Glutamatergic,0.8789372920780963,True,P2S4_190709_051_A01,H19.03.315.11.05.01.01,Pass,11623.0
98,H19.03.302.11.15.01.04,2.22962740644287,1.24688015258341,0.5592325197386557,1.20461158120927,0.5402748359337303,2.0.7,01/22/2019,12:49:17,2019-01-22,2019.0,1.0,22.0,01/21/2019,11/13/2018,12/05/2018,No,Human,H19.03.302.11.15.01,H19.03.302.11.15.01.04,Patch Tube,P8S4_190122_354_A01,lindsayn,3,8.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,2000.0,34.0,4.9,,,,,,,55.0,55.0,6.12,3.72,2.0,15:30:21,,,,15:31:33,15:37:40,15:41:23,15:43:23,,None,,,Channel_Recording,None,None,None,None,None,,broke in before capturing gigaohm seal,tails. reran prepulse and sus leaks,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.302,H19.03.302.11.15.01.04,P8S4_190122_354_A01,not applicable,MTG,EPhys_190121_02_A03_H,H19.03.302,,34.0,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB COL22A1,Glutamatergic,0.9077300396454052,True,P8S4_190122_354_A01,H19.03.302.11.15.01.04,Pass,11584.0
99,H19.03.310.11.04.02.04,7.123334768717082,4.24993464809725,0.5966214962634231,3.400304959818394,0.47734734786735167,2.0.8,04/25/2019,14:20:13,2019-04-25,2019.0,4.0,25.0,04/24/2019,04/04/2019,03/28/2019,No,Human,H19.03.310.11.04.02,H19.03.310.11.04.02.04,Patch Tube,P2S4_190425_053_A01,rustym,4,11.0,,,,,SUCCESS,,,Cortical,FCx_L2,FCx,L2,2.0,,nucleus_present,no,2000.0,64.1,4.2,,,,,,,40.0,40.0,14.13,1.87,1.83,18:49:07,,,,18:50:21,19:04:29,19:06:21,19:08:11,19:16:52,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.310,H19.03.310.11.04.02.04,P2S4_190425_053_A01,not applicable,SFG,EPhys_190422_03_B02_H,H19.03.310,,64.1,Matching JEM & LIMS Information,Sncg,Inh L1-2 VIP TSPAN12,GABAergic,0.9963056887092142,True,P2S4_190425_053_A01,H19.03.310.11.04.02.04,Pass,7455.0
100,H19.03.311.14.08.01.02,5.533548050233985,3.330826693403465,0.6019332737632271,2.480750787838395,0.44831105925492,2.0.8,05/14/2019,14:33:29,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Human,H19.03.311.14.08.01,H19.03.311.14.08.01.02,Patch Tube,P2S4_190514_052_A01,rustym,4,4.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,intentionally,1000.0,34.3,3.9,,,,,,,30.0,30.0,8.57,0.88,1.65,16:08:52,,,,16:10:43,16:19:17,16:20:10,16:21:49,16:30:00,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.311,H19.03.311.14.08.01.02,P2S4_190514_052_A01,not applicable,TemL,EPhys_190513_02_B02_H,H19.03.311,,34.3,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,0.8398367243664011,True,P2S4_190514_052_A01,H19.03.311.14.08.01.02,Pass,10621.0
101,H23.51.008.11.04.01.03,4.847928826494782,2.933467511335873,0.6050970664635087,2.126213766878637,0.43858188578563806,2.1.5,06/26/2023,14:03:07,2023-06-26,2023.0,6.0,26.0,06/26/2023,05/18/2023,04/20/2023,No,Human,H23.51.008.11.04.01,H23.51.008.11.04.01.03,Patch Tube,P6S4_230626_403_A01,kristab,8,8.0,Success,,Success,,SUCCESS,,,Cortical,FCx_L2,FCx,L2,3.0,3.0,nucleus_present,no,2571.0,69.4,4.4,No,Yes,0.0,Not Applicable,Not Applicable,No,53.0,52.0,8.17,3.65,3.3,17:20:19,,17:22:53,17:22:55,17:22:57,17:31:07,17:34:46,17:38:04,17:44:09,None,,,Channel_Recording,None,None,None,None,None,H23.51.008.11.04.01.05 false recording,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.008,H23.51.008.11.04.01.03,P6S4_230626_403_A01,not applicable,,EPhys_230626_03_A03_H,H23.51.008,,69.4,Matching JEM & LIMS Information,L2-3_IT,Exc L2-3 LINC00507 FREM3,Glutamatergic,0.9240659438658568,True,P6S4_230626_403_A01,H23.51.008.11.04.01.03,Pass,10489.0
102,H23.51.008.11.04.01.03,4.847928826494782,2.933467511335873,0.6050970664635087,2.126213766878637,0.43858188578563806,2.1.5,06/26/2023,14:03:07,2023-06-26,2023.0,6.0,26.0,06/26/2023,05/18/2023,04/20/2023,No,Human,H23.51.008.11.04.01,H23.51.008.11.04.01.03,Patch Tube,P6S4_230626_403_A01,kristab,8,8.0,Success,,Success,,SUCCESS,,,Cortical,FCx_L2,FCx,L2,3.0,3.0,nucleus_present,no,2571.0,69.4,4.4,No,Yes,0.0,Not Applicable,Not Applicable,No,53.0,52.0,8.17,3.65,3.3,17:20:19,,17:22:53,17:22:55,17:22:57,17:31:07,17:34:46,17:38:04,17:44:09,None,,,Channel_Recording,None,None,None,None,None,H23.51.008.11.04.01.05 false recording,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.008,H23.51.008.11.04.01.03,P6S4_230626_403_A01,not applicable,,EPhys_230626_03_A03_H,H23.51.008,,69.4,Matching JEM & LIMS Information,L2-3_IT,Exc L2-3 LINC00507 FREM3,Glutamatergic,0.9240659438658568,True,P6S4_230626_403_A01,H23.51.008.11.04.01.03,Pass,10489.0
103,H19.03.313.11.13.01.01,5.91060655839313,3.639503694803783,0.6157580713329066,2.408012134821895,0.4074052486884767,2.0.8,06/04/2019,18:56:17,2019-06-04,2019.0,6.0,4.0,06/03/2019,04/30/2019,03/28/2019,No,Human,H19.03.313.11.13.01,H19.03.313.11.13.01.01,Patch Tube,P8S4_190604_351_A01,lindsayn,3,2.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,1500.0,43.0,5.3,,,,,,,50.0,50.0,7.33,2.98,3.0,19:20:12,,,,19:21:24,19:28:44,19:31:43,19:34:43,19:42:04,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.313,H19.03.313.11.13.01.01,P8S4_190604_351_A01,not applicable,TemL,EPhys_190603_01_C03_H,H19.03.313,,43.1,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB TWIST2,Glutamatergic,1.130607797660902,True,P8S4_190604_351_A01,H19.03.313.11.13.01.01,Pass,11257.0
104,H19.03.312.11.04.01.03,5.897713730209717,3.649219180313879,0.6187514937562282,3.578167517235649,0.6067041706190803,2.0.8,05/14/2019,19:26:07,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Human,H19.03.312.11.04.01,H19.03.312.11.04.01.03,Patch Tube,P8S4_190514_360_A01,lindsayn,3,4.0,,,,,SUCCESS,,,Cortical,FCx_L1,FCx,L1,2.0,,nucleus_present,no,3000.0,40.0,4.4,,,,,,,50.0,50.0,12.65,1.2,2.55,20:50:43,,,,20:51:46,21:04:25,21:05:37,21:08:10,21:15:34,None,,,Channel_Recording,None,None,None,None,None,,used backup rheo,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.312,H19.03.312.11.04.01.03,P8S4_190514_360_A01,not applicable,MFG,EPhys_190513_02_B04_H,H19.03.312,,40.7,Matching JEM & LIMS Information,Sncg,Inh L1-2 SST BAGE2,GABAergic,1.265477238710277,True,P8S4_190514_360_A01,H19.03.312.11.04.01.03,Pass,9632.0
105,H23.03.308.12.73.01.02,7.038424507169535,4.374789554617919,0.6215580702984932,2.725124212155967,0.3871781546253824,2.1.5,09/06/2023,11:23:32,2023-09-06,2023.0,9.0,6.0,09/05/2023,07/14/2023,07/19/2023,No,Human,H23.03.308.12.73.01,H23.03.308.12.73.01.02,Patch Tube,PCS4_230906_401_A01,kristab,8,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L6,TCx,L6,3.0,2.0,nucleus_present,no,1824.0,51.7,4.4,No,No,97.0,Not Applicable,Not Applicable,No,41.0,41.0,7.93,4.28,2.5,15:07:06,,15:08:58,15:09:03,15:09:24,15:17:20,15:21:37,15:24:07,15:30:05,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.308,H23.03.308.12.73.01.02,PCS4_230906_401_A01,positive,,EPhys_230904_03_A03_H,H23.03.308,,51.7,Matching JEM & LIMS Information,Pvalb,Inh L2-4 PVALB WFDC2,GABAergic,0.3091814628092546,False,PCS4_230906_401_A01,H23.03.308.12.73.01.02,Fail,2848.0
106,H23.51.010.21.05.01.03,9.352498749458071,5.816992594500507,0.6219720259077898,5.524625296150929,0.5907111504795499,2.1.5,07/10/2023,14:25:26,2023-07-10,2023.0,7.0,10.0,07/10/2023,06/08/2023,04/20/2023,No,Human,H23.51.010.21.05.01,H23.51.010.21.05.01.03,Patch Tube,P6S4_230710_402_A01,kristab,8,4.0,Success,,Success,,SUCCESS,,,Cortical,TCx_L3,TCx,L3,5.0,2.0,nucleus_present,not_intentionally-soma,657.0,119.0,5.3,No,No,90.0,Not Applicable,Not Applicable,No,46.0,45.0,11.13,3.57,2.85,16:22:59,,16:25:46,16:25:57,16:26:22,16:37:30,16:41:04,16:43:55,16:49:43,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET-SCH,H23.51.010,H23.51.010.21.05.01.03,P6S4_230710_402_A01,not applicable,,EPhys_230710_02_A01_H,,,119.0,Matching JEM & LIMS Information,Vip,Inh L1-4 VIP CHRNA6,GABAergic,1.1066840621416978,True,P6S4_230710_402_A01,H23.51.010.21.05.01.03,Pass,10124.0
107,H19.03.311.14.05.01.06,4.947816291847356,3.097498150678855,0.6260333787619969,2.845575166183676,0.5751173847890034,2.0.8,05/14/2019,13:22:04,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Human,H19.03.311.14.05.01,H19.03.311.14.05.01.06,Patch Tube,P8S4_190514_357_A01,lindsayn,3,9.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,5.0,,nucleus_present,no,2000.0,50.0,3.9,,,,,,,50.0,50.0,8.3,2.23,2.68,17:10:41,,,,17:12:14,17:20:32,17:22:46,17:25:27,17:33:43,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.311,H19.03.311.14.05.01.06,P8S4_190514_357_A01,not applicable,TemL,EPhys_190513_02_A04_H,H19.03.311,,49.7,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,1.043705295501969,True,P8S4_190514_357_A01,H19.03.311.14.05.01.06,Pass,11201.0
108,H19.03.310.11.06.02.01,8.106943699575323,5.131245410586335,0.6329444980424783,3.28646083772562,0.4053883879689184,2.0.8,04/25/2019,17:36:29,2019-04-25,2019.0,4.0,25.0,04/24/2019,04/04/2019,03/28/2019,No,Human,H19.03.310.11.06.02,H19.03.310.11.06.02.01,Patch Tube,P8S4_190425_352_A01,lindsayn,3,1.0,,,,,SUCCESS,,,Cortical,FCx_L2,FCx,L2,4.0,,nucleus_present,no,3000.0,40.0,4.0,,,,,,,55.0,55.0,0.97,0.0,0.02,17:38:30,,,,17:38:42,17:39:40,17:39:40,17:39:41,17:39:41,None,,,Channel_Recording,None,None,None,None,None,slice moved after I crashed pipette. #JEMlost,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.310,H19.03.310.11.06.02.01,P8S4_190425_352_A01,not applicable,SFG,EPhys_190422_03_B01_H,H19.03.310,,62.7,Matching JEM & LIMS Information,Vip,Inh L2-3 VIP CASC6,GABAergic,1.4120924493257625,True,P8S4_190425_352_A01,H19.03.310.11.06.02.01,Pass,12371.0
109,H19.03.323.11.04.01.05,2.604785151911645,1.6778136183979,0.644127450268425,1.450009896768294,0.5566715917833512,2.0.8,12/03/2019,13:17:24,2019-12-03,2019.0,12.0,3.0,12/02/2019,10/17/2019,10/28/2019,No,Human,H19.03.323.11.04.01,H19.03.323.11.04.01.05,Patch Tube,P8S4_191203_357_A01,lindsayn,5,5.0,,,,,SUCCESS,Positive,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,no,1000.0,46.0,4.4,,,,,,,45.0,45.0,11.6,1.88,3.73,16:17:24,,,,16:18:29,16:30:05,16:31:58,16:35:42,16:40:52,None,,,Channel_Recording,None,None,None,None,None,,,"#comp WC 16.52 corr 80
100kH
starts at sweep 95",,,,,,Homo Sapiens,hIVSCC-MET,H19.03.323,H19.03.323.11.04.01.05,P8S4_191203_357_A01,negative,MTG,EPhys_191202_02_A03_H,H19.03.323,,46.8,Matching JEM & LIMS Information,Sncg,Inh L1 SST CHRNA4,GABAergic,1.2585756735612252,True,P8S4_191203_357_A01,H19.03.323.11.04.01.05,Pass,11856.0
110,H19.03.315.11.01.01.07,2.65252811983288,1.720918505946674,0.6487842647470591,1.131029598127229,0.42639683616190593,2.0.8,07/09/2019,18:33:24,2019-07-09,2019.0,7.0,9.0,07/05/2019,05/21/2019,06/24/2019,No,Human,H19.03.315.11.01.01,H19.03.315.11.01.01.07,Patch Tube,P8S4_190709_363_A01,lindsayn,3,7.0,,,,,SUCCESS,Negative,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,1500.0,57.0,3.7,,,,,,,60.0,60.0,6.75,4.67,7.75,21:31:32,,,,21:33:12,21:39:57,21:44:37,21:52:22,21:59:06,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 14.27 corr 80,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.315,H19.03.315.11.01.01.07,P8S4_190709_363_A01,not applicable,TemL,EPhys_190708_03_A04_H,H19.03.315,,57.6,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,0.9855659414633968,True,P8S4_190709_363_A01,H19.03.315.11.01.01.07,Pass,11789.0
111,H19.03.305.11.10.01.06,6.74455580332295,4.446963919175347,0.6593412596548447,3.039327341009292,0.45063417512415826,2.0.8,03/05/2019,13:02:40,2019-03-05,2019.0,3.0,5.0,03/04/2019,01/25/2019,02/08/2019,No,Human,H19.03.305.11.10.01,H19.03.305.11.10.01.06,Patch Tube,P8S4_190305_356_A01,lindsayn,3,8.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,no,2000.0,32.0,4.8,,,,,,,45.0,45.0,19.78,1.38,5.7,15:38:38,,,,15:39:57,15:59:44,16:01:07,16:06:49,,None,,,Channel_Recording,None,None,None,None,None,#abcam,"used rheo_supra_backup
good cell but hard to pass QC due to high input r",,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.305,H19.03.305.11.10.01.06,P8S4_190305_356_A01,not applicable,MTG,EPhys_190304_02_B01_H,H19.03.305,,32.8,Matching JEM & LIMS Information,Sncg,Inh L1 SST CHRNA4,GABAergic,1.0749911862616657,True,P8S4_190305_356_A01,H19.03.305.11.10.01.06,Pass,10269.0
112,H19.03.306.11.16.01.02,5.782602598269724,3.89589340559641,0.6737266376842398,4.154794954521384,0.7184991332042401,2.0.8,03/11/2019,14:07:48,2019-03-11,2019.0,3.0,11.0,03/08/2019,02/05/2019,02/08/2019,No,Human,H19.03.306.11.16.01,H19.03.306.11.16.01.02,Patch Tube,P2S4_190311_052_A01,rustym,4,2.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,no,1000.0,85.8,4.1,,,,,,,30.0,30.0,7.65,0.98,1.3,15:03:31,,,,15:05:10,15:12:49,15:13:48,15:15:06,,None,,,Channel_Recording,None,None,None,None,None,Slice quality not great.,,"Whole cell comp: 13.99pF
Rs comp on: prediction 90%, correction: 0%",,,,,,Homo Sapiens,hIVSCC-MET,H19.03.306,H19.03.306.11.16.01.02,P2S4_190311_052_A01,not applicable,ITG,EPhys_190311_01_A02_H,H19.03.306,,85.8,Matching JEM & LIMS Information,Sncg,Inh L1-2 ADARB2 MC4R,GABAergic,1.1116982248368463,True,P2S4_190311_052_A01,H19.03.306.11.16.01.02,Pass,9606.0
113,H19.03.319.11.04.01.02,2.265496838338601,1.57439669942175,0.6949454410081329,0.8380409928844367,0.3699148807901285,2.0.8,08/13/2019,19:04:06,2019-08-13,2019.0,8.0,13.0,08/13/2019,06/25/2019,06/24/2019,No,Human,H19.03.319.11.04.01,H19.03.319.11.04.01.02,Patch Tube,P2S4_190813_052_A01,rustym,5,2.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,intentionally,1000.0,62.0,3.6,,,,,,,35.0,35.0,14.72,2.5,1.82,21:39:28,,,,21:41:07,21:55:50,21:58:20,22:00:09,22:09:57,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.319,H19.03.319.11.04.01.02,P2S4_190813_052_A01,,ITG,EPhys_190812_02_A03_H,H19.03.319,,62.0,Matching JEM & LIMS Information,Sncg,Inh L1-2 SST BAGE2,GABAergic,1.1659715583581751,True,P2S4_190813_052_A01,H19.03.319.11.04.01.02,Pass,9961.0
114,H19.03.306.11.12.01.06,2.609190701583755,1.861237005051711,0.7133388157185894,1.132739194813714,0.4341343061379728,2.0.8,03/11/2019,13:22:40,2019-03-11,2019.0,3.0,11.0,03/08/2019,03/05/2019,02/08/2019,No,Human,H19.03.306.11.12.01,H19.03.306.11.12.01.06,Patch Tube,P8S4_190311_356_A01,lindsayn,3,7.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,5.0,,nucleus_present,no,2000.0,55.0,4.5,,,,,,,55.0,55.0,9.68,2.65,2.48,16:29:08,,,,16:30:44,16:40:25,16:43:04,16:45:33,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.306,H19.03.306.11.12.01.06,P8S4_190311_356_A01,not applicable,ITG,EPhys_190311_01_B01_H,H19.03.306,,55.1,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB TWIST2,Glutamatergic,0.9758715186207784,True,P8S4_190311_356_A01,H19.03.306.11.12.01.06,Pass,9328.0
115,H19.03.310.11.06.02.03,3.428805519247531,2.472138611596559,0.72099120166462,1.340034467181245,0.39081670268523205,2.0.8,04/25/2019,17:36:29,2019-04-25,2019.0,4.0,25.0,04/24/2019,04/04/2019,03/28/2019,No,Human,H19.03.310.11.06.02,H19.03.310.11.06.02.03,Patch Tube,P8S4_190425_354_A01,lindsayn,3,3.0,,,,,SUCCESS,,,Cortical,FCx_L4,FCx,L4,3.0,,nucleus_present,no,3000.0,40.0,4.0,,,,,,,55.0,55.0,0.23,0.0,0.02,17:41:28,,,,17:41:30,17:41:44,17:41:44,17:41:45,17:41:45,None,,,Channel_Recording,None,None,None,None,None,slice moved after I crashed pipette. #JEMlost,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.310,H19.03.310.11.06.02.03,P8S4_190425_354_A01,not applicable,SFG,EPhys_190422_03_B01_H,H19.03.310,,33.9,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB ESR1,Glutamatergic,0.922897280417845,True,P8S4_190425_354_A01,H19.03.310.11.06.02.03,Pass,10144.0
116,H19.03.309.11.08.02.04,6.929608128969792,5.381776006517178,0.776634970745059,2.418428725897013,0.3489993490088674,2.0.8,04/19/2019,13:11:28,2019-04-19,2019.0,4.0,19.0,04/18/2019,04/04/2019,03/28/2019,No,Human,H19.03.309.11.08.02,H19.03.309.11.08.02.04,Patch Tube,P8S4_190419_357_A01,lindsayn,3,5.0,,,,,SUCCESS,,,Cortical,FCx_L1,FCx,L1,3.0,,nucleus_present,no,2000.0,38.0,4.8,,,,,,,40.0,40.0,8.1,2.6,1.62,15:03:40,,,,15:04:30,15:12:36,15:15:12,15:16:49,15:23:58,None,,,Channel_Recording,None,None,None,None,None,,had to use rheo backup,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.309,H19.03.309.11.08.02.04,P8S4_190419_357_A01,not applicable,SFG,EPhys_190415_06_A01_H,H19.03.309,,38.5,Matching JEM & LIMS Information,Sncg,Inh L1 SST CHRNA4,GABAergic,1.1628133504015583,True,P8S4_190419_357_A01,H19.03.309.11.08.02.04,Pass,8625.0
117,H19.03.305.11.10.01.02,2.881592042906735,2.243181749443866,0.7784522291993532,0.8933916039924089,0.3100340335099004,2.0.8,03/05/2019,13:02:40,2019-03-05,2019.0,3.0,5.0,03/04/2019,01/25/2019,02/08/2019,No,Human,H19.03.305.11.10.01,H19.03.305.11.10.01.02,Patch Tube,P8S4_190305_352_A01,lindsayn,3,3.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,6000.0,47.0,4.7,,,,,,,65.0,65.0,7.08,3.57,3.5,13:34:01,,,,13:34:50,13:41:55,13:45:29,13:48:59,,None,,,Channel_Recording,None,None,None,None,None,#abcam,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.305,H19.03.305.11.10.01.02,P8S4_190305_352_A01,not applicable,MTG,EPhys_190304_02_B01_H,H19.03.305,,47.0,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB TWIST2,Glutamatergic,1.135531236373305,True,P8S4_190305_352_A01,H19.03.305.11.10.01.02,Pass,12607.0
118,H19.03.315.11.01.01.04,4.560992802797027,3.62080042407052,0.7938623410784744,1.419904167372745,0.3113147134330029,2.0.8,07/09/2019,18:33:24,2019-07-09,2019.0,7.0,9.0,07/05/2019,05/21/2019,06/24/2019,No,Human,H19.03.315.11.01.01,H19.03.315.11.01.01.04,Patch Tube,P8S4_190709_360_A01,lindsayn,3,4.0,,,,,SUCCESS,Negative,,Cortical,TCx_L4,TCx,L4,5.0,,nucleus_present,,1500.0,51.0,4.1,,,,,,,55.0,55.0,5.9,3.4,4.62,19:59:33,,,,20:00:51,20:06:45,20:10:09,20:14:46,20:21:41,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 12.82 corr 80,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.315,H19.03.315.11.01.01.04,P8S4_190709_360_A01,not applicable,TemL,EPhys_190708_03_A04_H,H19.03.315,,51.2,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB TWIST2,Glutamatergic,1.1523519871619363,True,P8S4_190709_360_A01,H19.03.315.11.01.01.04,Pass,11973.0
